"Month","PI_All_Downtown","YoY","MoM"
2014-05-01,1112005.99345723,0.104994538606669,0.00709260180245463
2014-06-01,1119908.53203742,0.102839582350455,0.0071065611396719
2014-07-01,1127409.45505147,0.100498462610981,0.00669779968584527
2014-08-01,1135087.40337495,0.0979597981239912,0.00681025716883599
2014-09-01,1142784.12231686,0.0954537699879279,0.00678072800299345
2014-10-01,1150349.1623515,0.0932110139714752,0.00661983299111957
2014-11-01,1158391.56091344,0.0912323367234007,0.00699126736920497
2014-12-01,1166488.47953492,0.0897698420334525,0.00698979420662349
2015-01-01,1175262.00388362,0.0888324245651819,0.00752131247125698
2015-02-01,1184484.24932815,0.0885347642564229,0.00784696979401911
2015-03-01,1193086.00046298,0.0887183300037759,0.00726202238628981
2015-04-01,1202743.12345174,0.0892690404762737,0.0080942387933578
2015-05-01,1211984.38903339,0.0899081445283645,0.00768349068180907
2015-06-01,1220861.47537728,0.0901439184110842,0.00732442300759573
2015-07-01,1228246.79981634,0.0894416348142644,0.00604927306497083
2015-08-01,1234319.53920352,0.0874224623879387,0.00494423383646758
2015-09-01,1238559.22624211,0.0838085707133212,0.00343483749866658
2015-10-01,1240748.2930464,0.0785840800806108,0.00176743005736046
2015-11-01,1241152.59187675,0.0714447806388125,0.000325850805215522
2015-12-01,1239942.81972899,0.0629704806200582,-0.000974716691308997
2016-01-01,1237286.32200438,0.0527748858686843,-0.00214243566908379
2016-02-01,1233463.50698454,0.0413507040588901,-0.00308967694207452
2016-03-01,1229092.59424279,0.0301793783229645,-0.00354360928961495
2016-04-01,1223968.4760035,0.0176474528416679,-0.00416902539588337
2016-05-01,1218982.5594655,0.00577414238618101,-0.00407356613813792
